Zeit,Temperatur Min,Temperatur Max,Temperatur,Luftfeuchtigkeit,Niederschlag,Niederschlagsart,Bedeckung,Sonnenscheindauer,Datum,Kategorie
1947-12-31T23:00Z,-2.6,2.9,0.27,88.91,0,,NaN,0,1948/01/01,Overcast
1948-01-01T23:00Z,2.8,10,6.46,91.46,0,,NaN,0,1948/01/02,Overcast
1948-01-02T23:00Z,10.7,12.4,11.7,89.08,0,,NaN,0,1948/01/03,Overcast
1948-01-03T23:00Z,5.5,11.7,9.81,78.96,0,,NaN,0,1948/01/04,Overcast
1948-01-04T23:00Z,4.7,11.8,7.88,80.33,0,,NaN,0,1948/01/05,Overcast
1948-01-05T23:00Z,1.6,5.4,3.23,76.08,0,,NaN,0,1948/01/06,Overcast
1948-01-06T23:00Z,1.8,10.4,6.75,90.33,0,,NaN,0,1948/01/07,Overcast
1948-01-07T23:00Z,3.5,9.6,5.76,73,0,,NaN,0,1948/01/08,Overcast
1948-01-08T23:00Z,1.9,5.6,3.43,73.75,0,,NaN,0,1948/01/09,Overcast
1948-01-09T23:00Z,2.5,8.5,4.87,72.17,0,,NaN,0,1948/01/10,Overcast
1948-01-10T23:00Z,2.6,7.3,4.47,79.92,0,,NaN,0,1948/01/11,Overcast
1948-01-11T23:00Z,2.4,9.5,6.89,80.13,0,,NaN,0,1948/01/12,Overcast
1948-01-12T23:00Z,6.6,12.1,10.14,84.58,0,,NaN,0,1948/01/13,Overcast
1948-01-13T23:00Z,1.6,11.7,5.06,90.71,0,,NaN,0,1948/01/14,Overcast
1948-01-14T23:00Z,1.6,5.2,3.35,91.67,0,,NaN,0,1948/01/15,Overcast
1948-01-15T23:00Z,0.5,2.6,1.73,89.25,0,,NaN,0,1948/01/16,Overcast
1948-01-16T23:00Z,-1.1,2.1,1.09,87.5,0,,NaN,0,1948/01/17,Overcast
1948-01-17T23:00Z,0,4.3,2.24,81.08,0,,NaN,0,1948/01/18,Overcast
1948-01-18T23:00Z,0.9,4.3,2.3,86.75,0,,NaN,0,1948/01/19,Overcast
1948-01-19T23:00Z,-0.7,2.3,1.08,83.29,0,,NaN,0,1948/01/20,Overcast
1948-01-20T23:00Z,-1.6,-0.1,-0.64,73.79,0,,NaN,0,1948/01/21,Overcast
1948-01-21T23:00Z,-1.6,2.3,0.26,83.54,0,,NaN,0,1948/01/22,Overcast
1948-01-22T23:00Z,-0.7,5.1,1.74,81.13,0,,NaN,0,1948/01/23,Overcast
1948-01-23T23:00Z,0.4,3,1.52,90.5,0,,NaN,0,1948/01/24,Overcast
1948-01-24T23:00Z,-1,2.4,0.22,93.29,0,,NaN,0,1948/01/25,Overcast
1948-01-25T23:00Z,-2.2,-0.9,-1.74,95.42,0,,NaN,0,1948/01/26,Overcast
1948-01-26T23:00Z,-1.8,4.6,0.78,89.04,0,,NaN,0,1948/01/27,Overcast
1948-01-27T23:00Z,1.7,7.6,3.75,85.54,0,,NaN,0,1948/01/28,Overcast
1948-01-28T23:00Z,1.5,10.8,6.39,79.46,0,,NaN,0,1948/01/29,Overcast
1948-01-29T23:00Z,5.2,9.3,7.52,79.13,0,,NaN,0,1948/01/30,Overcast
1948-01-30T23:00Z,9.4,11.8,10.6,87.04,0,,NaN,0,1948/01/31,Overcast
1948-01-31T23:00Z,5.6,9.2,7.88,80.33,0,,NaN,0,1948/02/01,Overcast
1948-02-01T23:00Z,4.1,11.9,7.55,74.58,0,,NaN,0,1948/02/02,Overcast
1948-02-02T23:00Z,8,12.1,10.18,81.58,0,,NaN,0,1948/02/03,Overcast
1948-02-03T23:00Z,3.8,11,5.93,72.92,0,,NaN,0,1948/02/04,Overcast
1948-02-04T23:00Z,4,6.3,5.18,78.25,0,,NaN,0,1948/02/05,Overcast
1948-02-05T23:00Z,3.3,6.2,4.54,80.92,0,,NaN,0,1948/02/06,Overcast
1948-02-06T23:00Z,1.9,7.1,3.25,81.29,0,,NaN,0,1948/02/07,Overcast
1948-02-07T23:00Z,8,10.1,8.99,88.92,0,,NaN,0,1948/02/08,Overcast
1948-02-08T23:00Z,6.4,10.5,8.73,78.04,0,,NaN,0,1948/02/09,Overcast
1948-02-09T23:00Z,4.9,7.1,5.78,80.83,0,,NaN,0,1948/02/10,Overcast
1948-02-10T23:00Z,5.2,8.2,6.38,89.29,0,,NaN,0,1948/02/11,Overcast
1948-02-11T23:00Z,3.2,7.5,5.71,86,0,,NaN,0,1948/02/12,Overcast
1948-02-12T23:00Z,1,6.1,3.39,77.79,0,,NaN,0,1948/02/13,Overcast
1948-02-13T23:00Z,3.4,6.3,4.73,87.92,0,,NaN,0,1948/02/14,Overcast
1948-02-14T23:00Z,4.5,8.1,6.42,89.83,0,,NaN,0,1948/02/15,Overcast
1948-02-15T23:00Z,-1.1,6.9,1.48,73.29,0,,NaN,0,1948/02/16,Overcast
1948-02-16T23:00Z,-3.5,0.5,-1.21,72.79,0,,NaN,0,1948/02/17,Overcast
1948-02-17T23:00Z,-4.8,-2,-3.48,70.33,0,,NaN,0,1948/02/18,Overcast
1948-02-18T23:00Z,-9.9,-4,-6.75,73.13,0,,NaN,0,1948/02/19,Overcast
1948-02-19T23:00Z,-12.5,-4.8,-9.1,69.25,0,,NaN,0,1948/02/20,Overcast
1948-02-20T23:00Z,-8.8,0.2,-5.12,69.71,0,,NaN,0,1948/02/21,Overcast
1948-02-21T23:00Z,-7,-2,-4.3,77.88,0,,NaN,0,1948/02/22,Overcast
1948-02-22T23:00Z,-6.7,-3.9,-5.02,90.42,0,,NaN,0,1948/02/23,Overcast
1948-02-23T23:00Z,-10.2,-0.6,-5.4,84,0,,NaN,0,1948/02/24,Overcast
1948-02-24T23:00Z,-10.2,-1.1,-6.17,78.54,0,,NaN,0,1948/02/25,Overcast
1948-02-25T23:00Z,-8.3,4.2,-3.4,67.79,0,,NaN,0,1948/02/26,Overcast
1948-02-26T23:00Z,-7.4,8.1,-0.45,56.79,0,,NaN,0,1948/02/27,Overcast
1948-02-27T23:00Z,-4.4,7.8,0.69,69.17,0,,NaN,0,1948/02/28,Overcast
1948-02-28T23:00Z,-3,4.8,0.6,78.25,0,,NaN,0,1948/02/29,Overcast
1948-02-29T23:00Z,-0.4,9.8,2.94,81.17,0,,NaN,0,1948/03/01,Overcast
1948-03-01T23:00Z,-1.6,9.9,2.98,80.92,0,,NaN,0,1948/03/02,Overcast
1948-03-02T23:00Z,-3,10.7,2.15,81.5,0,,NaN,0,1948/03/03,Overcast
1948-03-03T23:00Z,-2.6,13.8,3.75,75.29,0,,NaN,0,1948/03/04,Overcast
1948-03-04T23:00Z,-1.3,15.3,5.18,72.46,0,,NaN,0,1948/03/05,Overcast
1948-03-05T23:00Z,-1.4,15.1,5.08,71.04,0,,NaN,0,1948/03/06,Overcast
1948-03-06T23:00Z,-1.7,16,6.21,72.71,0,,NaN,0,1948/03/07,Overcast
1948-03-07T23:00Z,6,13,9.57,81.21,0,,NaN,0,1948/03/08,Overcast
1948-03-08T23:00Z,9.4,12.9,10.83,87.96,0,,NaN,0,1948/03/09,Overcast
1948-03-09T23:00Z,7.2,18,11.23,74.33,0,,NaN,0,1948/03/10,Overcast
1948-03-10T23:00Z,3.1,10.3,7.3,75.88,0,,NaN,0,1948/03/11,Overcast
1948-03-11T23:00Z,6.1,9.9,8.12,77,0,,NaN,0,1948/03/12,Overcast
1948-03-12T23:00Z,4.2,13.1,7.9,75.38,0,,NaN,0,1948/03/13,Overcast
1948-03-13T23:00Z,-1,13.2,4.87,73.5,0,,NaN,0,1948/03/14,Overcast
1948-03-14T23:00Z,-2.4,13,5.67,68.71,0,,NaN,0,1948/03/15,Overcast
1948-03-15T23:00Z,7.8,11,8.98,83.33,0,,NaN,0,1948/03/16,Overcast
1948-03-16T23:00Z,0.7,7.3,4.32,85.67,0,,NaN,0,1948/03/17,Overcast
1948-03-17T23:00Z,4.2,10,7.25,83.5,0,,NaN,0,1948/03/18,Overcast
1948-03-18T23:00Z,1.5,9,5.38,69.21,0,,NaN,0,1948/03/19,Overcast
1948-03-19T23:00Z,5.6,12.2,8.46,81.79,0,,NaN,0,1948/03/20,Overcast
1948-03-20T23:00Z,7.6,16.4,10.97,68.29,0,,NaN,0,1948/03/21,Overcast
1948-03-21T23:00Z,5.4,14.2,9.13,75.13,0,,NaN,0,1948/03/22,Overcast
1948-03-22T23:00Z,1,8.8,4.98,71.63,0,,NaN,0,1948/03/23,Overcast
1948-03-23T23:00Z,-2.7,10.7,3.71,66.33,0,,NaN,0,1948/03/24,Overcast
1948-03-24T23:00Z,-1.9,14.5,6.18,60.75,0,,NaN,0,1948/03/25,Overcast
1948-03-25T23:00Z,3.2,14,8.28,62,0,,NaN,0,1948/03/26,Overcast
1948-03-26T23:00Z,1,13.7,6.33,48.92,0,,NaN,0,1948/03/27,Overcast
1948-03-27T23:00Z,-1.9,16.1,6.64,45.25,0,,NaN,0,1948/03/28,Overcast
1948-03-28T23:00Z,-2.6,18.3,7.85,50.21,0,,NaN,0,1948/03/29,Overcast
1948-03-29T23:00Z,-0.3,20.8,9.94,50.63,0,,NaN,0,1948/03/30,Overcast
1948-03-30T23:00Z,4.4,14.5,10.33,59.67,0,,NaN,0,1948/03/31,Overcast
1948-03-31T23:00Z,5.8,12.2,9.68,68.71,0,,NaN,0,1948/04/01,Overcast
1948-04-01T23:00Z,4.1,12.4,8.21,62.38,0,,NaN,0,1948/04/02,Overcast
1948-04-02T23:00Z,5.2,11,8.24,64.33,0,,NaN,0,1948/04/03,Overcast
1948-04-03T23:00Z,4.3,13.7,8.98,59.5,0,,NaN,0,1948/04/04,Overcast
1948-04-04T23:00Z,8.4,12,9.77,68.5,0,,NaN,0,1948/04/05,Overcast
1948-04-05T23:00Z,3.6,9.2,5.83,80.21,0,,NaN,0,1948/04/06,Overcast
1948-04-06T23:00Z,2,11.5,6.66,77.71,0,,NaN,0,1948/04/07,Overcast
1948-04-07T23:00Z,5.4,13.9,9.43,69.71,0,,NaN,0,1948/04/08,Overcast
1948-04-08T23:00Z,4.2,11,7.04,73.88,0,,NaN,0,1948/04/09,Overcast
1948-04-09T23:00Z,4.8,11.9,7.63,69.71,0,,NaN,0,1948/04/10,Overcast
1948-04-10T23:00Z,1.8,12.3,7.35,63,0,,NaN,0,1948/04/11,Overcast
1948-04-11T23:00Z,1.7,12.9,7.91,71.33,0,,NaN,0,1948/04/12,Overcast
1948-04-12T23:00Z,4,16.7,10.32,59.13,0,,NaN,0,1948/04/13,Overcast
1948-04-13T23:00Z,2.1,16.4,9.98,67,0,,NaN,0,1948/04/14,Overcast
1948-04-14T23:00Z,4.7,11.2,8.65,71.17,0,,NaN,0,1948/04/15,Overcast
1948-04-15T23:00Z,3,18.4,10.27,66.5,0,,NaN,0,1948/04/16,Overcast
1948-04-16T23:00Z,9.1,25.5,17.07,49.63,0,,NaN,0,1948/04/17,Overcast
1948-04-17T23:00Z,8.1,26.6,18.03,46.83,0,,NaN,0,1948/04/18,Overcast
1948-04-18T22:00Z,9.1,24.3,16.1,59.38,0,,NaN,0,1948/04/19,Overcast
1948-04-19T22:00Z,10.3,23.9,16.45,68.29,0,,NaN,0,1948/04/20,Overcast
1948-04-20T22:00Z,8.4,23.3,15.73,68.92,0,,NaN,0,1948/04/21,Overcast
1948-04-21T22:00Z,10,24.3,17.21,54.08,0,,NaN,0,1948/04/22,Overcast
1948-04-22T22:00Z,11.4,19.4,14.29,78.29,0,,NaN,0,1948/04/23,Overcast
1948-04-23T22:00Z,10.4,22,14.97,62.38,0,,NaN,0,1948/04/24,Overcast
1948-04-24T22:00Z,7.4,19.4,13.02,48.08,0,,NaN,0,1948/04/25,Overcast
1948-04-25T22:00Z,3.9,18.7,11.28,49.04,0,,NaN,0,1948/04/26,Overcast
1948-04-26T22:00Z,2.7,19,11.49,52.92,0,,NaN,0,1948/04/27,Overcast
1948-04-27T22:00Z,7.3,21.2,14.88,42.25,0,,NaN,0,1948/04/28,Overcast
1948-04-28T22:00Z,12.6,21.9,16.55,40.08,0,,NaN,0,1948/04/29,Overcast
1948-04-29T22:00Z,6.5,16.1,11.54,72.38,0,,NaN,0,1948/04/30,Overcast
1948-04-30T22:00Z,6.2,13.2,8.95,75.67,0,,NaN,0,1948/05/01,Overcast
1948-05-01T22:00Z,6.2,19.5,12.09,69.21,0,,NaN,0,1948/05/02,Overcast
1948-05-02T22:00Z,8,12.2,10.13,84.67,0,,NaN,0,1948/05/03,Overcast
1948-05-03T22:00Z,7.3,14.8,10.91,75.17,0,,NaN,0,1948/05/04,Overcast
1948-05-04T22:00Z,9.9,18.1,13.83,72.5,0,,NaN,0,1948/05/05,Overcast
1948-05-05T22:00Z,12.5,23.7,15.93,74.63,0,,NaN,0,1948/05/06,Overcast
1948-05-06T22:00Z,12.2,22.9,16.67,74.46,0,,NaN,0,1948/05/07,Overcast
1948-05-07T22:00Z,11.3,22,16.61,72.88,0,,NaN,0,1948/05/08,Overcast
1948-05-08T22:00Z,9.7,26.2,17.85,69.38,0,,NaN,0,1948/05/09,Overcast
1948-05-09T22:00Z,13.6,25.9,19.19,68.29,0,,NaN,0,1948/05/10,Overcast
1948-05-10T22:00Z,14,21.8,17.86,69.17,0,,NaN,0,1948/05/11,Overcast
1948-05-11T22:00Z,11.3,26.4,18.18,70.25,0,,NaN,0,1948/05/12,Overcast
1948-05-12T22:00Z,13.3,21.6,16.09,84.96,0,,NaN,0,1948/05/13,Overcast
1948-05-13T22:00Z,12.3,22.8,16.98,77.46,0,,NaN,0,1948/05/14,Overcast
1948-05-14T22:00Z,12.3,25,18.34,71.04,0,,NaN,0,1948/05/15,Overcast
1948-05-15T22:00Z,13.8,27.5,19.91,52.83,0,,NaN,0,1948/05/16,Overcast
1948-05-16T22:00Z,11.3,25.1,18.61,55,0,,NaN,0,1948/05/17,Overcast
1948-05-17T22:00Z,9.9,20.6,15.11,52.08,0,,NaN,0,1948/05/18,Overcast
1948-05-18T22:00Z,6.3,21.5,14.35,54.04,0,,NaN,0,1948/05/19,Overcast
1948-05-19T22:00Z,5.3,21.1,13.53,63.96,0,,NaN,0,1948/05/20,Overcast
1948-05-20T22:00Z,7.7,19.5,13.18,63.79,0,,NaN,0,1948/05/21,Overcast
1948-05-21T22:00Z,6.1,20.4,13.83,53.04,0,,NaN,0,1948/05/22,Overcast
1948-05-22T22:00Z,7.3,21.7,15.48,55.08,0,,NaN,0,1948/05/23,Overcast
1948-05-23T22:00Z,6.6,25.6,16.4,58.75,0,,NaN,0,1948/05/24,Overcast
1948-05-24T22:00Z,10.2,23.4,16.22,68.83,0,,NaN,0,1948/05/25,Overcast
1948-05-25T22:00Z,10,22,14.82,82.67,0,,NaN,0,1948/05/26,Overcast
1948-05-26T22:00Z,8.5,18.4,13.54,59.75,0,,NaN,0,1948/05/27,Overcast
1948-05-27T22:00Z,11,19.9,13.4,78,0,,NaN,0,1948/05/28,Overcast
1948-05-28T22:00Z,9.5,17,12.76,72.21,0,,NaN,0,1948/05/29,Overcast
1948-05-29T22:00Z,8.9,12.4,10.98,79.71,0,,NaN,0,1948/05/30,Overcast
1948-05-30T22:00Z,7.6,18,12.46,69.38,0,,NaN,0,1948/05/31,Overcast
1948-05-31T22:00Z,6.6,21.8,12.74,79.96,0,,NaN,0,1948/06/01,Overcast
1948-06-01T22:00Z,10.2,18.1,13.1,76.46,0,,NaN,0,1948/06/02,Overcast
1948-06-02T22:00Z,9,14.3,11.18,72.46,0,,NaN,0,1948/06/03,Overcast
1948-06-03T22:00Z,8.4,12.7,10.51,80.38,0,,NaN,0,1948/06/04,Overcast
1948-06-04T22:00Z,10.7,18.7,13.99,75.96,0,,NaN,0,1948/06/05,Overcast
1948-06-05T22:00Z,10.4,22.7,16.85,65.96,0,,NaN,0,1948/06/06,Overcast
1948-06-06T22:00Z,10.3,25.1,18.71,66.17,0,,NaN,0,1948/06/07,Overcast
1948-06-07T22:00Z,11.3,29.1,20.31,62.96,0,,NaN,0,1948/06/08,Overcast
1948-06-08T22:00Z,12.2,30.3,21.76,59.17,0,,NaN,0,1948/06/09,Overcast
1948-06-09T22:00Z,14.1,31.7,23.33,50.83,0,,NaN,0,1948/06/10,Overcast
1948-06-10T22:00Z,15.5,31.2,24.19,51.08,0,,NaN,0,1948/06/11,Overcast
1948-06-11T22:00Z,16.6,31.7,23.23,62.25,0,,NaN,0,1948/06/12,Overcast
1948-06-12T22:00Z,17,29.2,22.97,53,0,,NaN,0,1948/06/13,Overcast
1948-06-13T22:00Z,13.9,29.3,21.93,44.88,0,,NaN,0,1948/06/14,Overcast
1948-06-14T22:00Z,11.3,29,20.5,64.42,0,,NaN,0,1948/06/15,Overcast
1948-06-15T22:00Z,14.7,23.1,19.27,71.13,0,,NaN,0,1948/06/16,Overcast
1948-06-16T22:00Z,12.1,23.6,18.41,63.58,0,,NaN,0,1948/06/17,Overcast
1948-06-17T22:00Z,13.2,22.3,16.56,70.42,0,,NaN,0,1948/06/18,Overcast
1948-06-18T22:00Z,11.3,18.1,13.99,77.79,0,,NaN,0,1948/06/19,Overcast
1948-06-19T22:00Z,9.6,17,12.69,83.46,0,,NaN,0,1948/06/20,Overcast
1948-06-20T22:00Z,11.1,19,14.55,63.92,0,,NaN,0,1948/06/21,Overcast
1948-06-21T22:00Z,11,16.8,12.91,81.5,0,,NaN,0,1948/06/22,Overcast
1948-06-22T22:00Z,9.3,15.4,11.7,86.96,0,,NaN,0,1948/06/23,Overcast
1948-06-23T22:00Z,8.3,17.8,13.26,73.58,0,,NaN,0,1948/06/24,Overcast
1948-06-24T22:00Z,9.5,16.7,13.25,62.79,0,,NaN,0,1948/06/25,Overcast
1948-06-25T22:00Z,7.8,21,14.84,66.04,0,,NaN,0,1948/06/26,Overcast
1948-06-26T22:00Z,14.3,23,17.32,80.75,0,,NaN,0,1948/06/27,Overcast
1948-06-27T22:00Z,10.7,17.3,13.75,85.71,0,,NaN,0,1948/06/28,Overcast
1948-06-28T22:00Z,10,13.8,11.16,86.5,0,,NaN,0,1948/06/29,Overcast
1948-06-29T22:00Z,8.8,13,10.97,85.79,0,,NaN,0,1948/06/30,Overcast
1948-06-30T22:00Z,9.3,15,11.53,82.88,0,,NaN,0,1948/07/01,Overcast
1948-07-01T22:00Z,11,14.3,11.91,85.5,0,,NaN,0,1948/07/02,Overcast
1948-07-02T22:00Z,10.2,16.4,12.89,73.71,0,,NaN,0,1948/07/03,Overcast
1948-07-03T22:00Z,11.5,21.4,16.1,65.79,0,,NaN,0,1948/07/04,Overcast
1948-07-04T22:00Z,11.4,18.2,13.87,79.04,0,,NaN,0,1948/07/05,Overcast
1948-07-05T22:00Z,11.3,20,14.37,83.08,0,,NaN,0,1948/07/06,Overcast
1948-07-06T22:00Z,13.1,15.9,14.31,82.75,0,,NaN,0,1948/07/07,Overcast
1948-07-07T22:00Z,10.1,16.4,13.17,81.63,0,,NaN,0,1948/07/08,Overcast
1948-07-08T22:00Z,9.3,15.3,11.33,87.67,0,,NaN,0,1948/07/09,Overcast
1948-07-09T22:00Z,10.4,15.2,12.25,88.33,0,,NaN,0,1948/07/10,Overcast
1948-07-10T22:00Z,11.6,19.6,15.25,79.83,0,,NaN,0,1948/07/11,Overcast
1948-07-11T22:00Z,11.8,16.9,14.16,82.63,0,,NaN,0,1948/07/12,Overcast
1948-07-12T22:00Z,12.5,19,15.04,76.13,0,,NaN,0,1948/07/13,Overcast
1948-07-13T22:00Z,13,18.2,15.2,75.29,0,,NaN,0,1948/07/14,Overcast
1948-07-14T22:00Z,10.5,18.9,14.91,73.08,0,,NaN,0,1948/07/15,Overcast
1948-07-15T22:00Z,11.2,18.2,13.9,78.13,0,,NaN,0,1948/07/16,Overcast
1948-07-16T22:00Z,10.5,17.6,13.72,77.5,0,,NaN,0,1948/07/17,Overcast
1948-07-17T22:00Z,11.1,16.2,13.8,88.54,0,,NaN,0,1948/07/18,Overcast
1948-07-18T22:00Z,13.1,22.4,17.44,72.21,0,,NaN,0,1948/07/19,Overcast
1948-07-19T22:00Z,14,28.1,20.72,75.29,0,,NaN,0,1948/07/20,Overcast
1948-07-20T22:00Z,15.6,30.9,23.14,68.96,0,,NaN,0,1948/07/21,Overcast
1948-07-21T22:00Z,13.4,23.1,18.25,87.13,0,,NaN,0,1948/07/22,Overcast
1948-07-22T22:00Z,11.9,22.3,16.46,74.75,0,,NaN,0,1948/07/23,Overcast
1948-07-23T22:00Z,11.5,22.6,16.11,82.08,0,,NaN,0,1948/07/24,Overcast
1948-07-24T22:00Z,14.4,22.3,17.92,83.08,0,,NaN,0,1948/07/25,Overcast
1948-07-25T22:00Z,15.7,30.1,22.55,71.83,0,,NaN,0,1948/07/26,Overcast
1948-07-26T22:00Z,18.3,32.3,25.03,67.21,0,,NaN,0,1948/07/27,Overcast
1948-07-27T22:00Z,18.1,30.8,24.48,64,0,,NaN,0,1948/07/28,Overcast
1948-07-28T22:00Z,15.9,30.5,23.25,63.08,0,,NaN,0,1948/07/29,Overcast
1948-07-29T22:00Z,15.4,30.6,22.56,64,0,,NaN,0,1948/07/30,Overcast
1948-07-30T22:00Z,14.4,30.4,22.43,65.04,0,,NaN,0,1948/07/31,Overcast
1948-07-31T22:00Z,16.7,32.1,24.05,65.42,0,,NaN,0,1948/08/01,Overcast
1948-08-01T22:00Z,15.8,30.3,21.25,76.21,0,,NaN,0,1948/08/02,Overcast
1948-08-02T22:00Z,16.5,26.3,20.53,71.33,0,,NaN,0,1948/08/03,Overcast
1948-08-03T22:00Z,14.1,24,18.29,76.25,0,,NaN,0,1948/08/04,Overcast
1948-08-04T22:00Z,15,22.2,18.1,79.29,0,,NaN,0,1948/08/05,Overcast
1948-08-05T22:00Z,13.7,25.1,19.29,79.08,0,,NaN,0,1948/08/06,Overcast
1948-08-06T22:00Z,15.7,24.5,20.09,79.71,0,,NaN,0,1948/08/07,Overcast
1948-08-07T22:00Z,14.9,19.3,17.31,87.04,0,,NaN,0,1948/08/08,Overcast
1948-08-08T22:00Z,14,23.2,18.49,68.83,0,,NaN,0,1948/08/09,Overcast
1948-08-09T22:00Z,12.4,21.7,16.83,81,0,,NaN,0,1948/08/10,Overcast
1948-08-10T22:00Z,12.3,19.6,16.23,76.38,0,,NaN,0,1948/08/11,Overcast
1948-08-11T22:00Z,11,18,13.9,86.79,0,,NaN,0,1948/08/12,Overcast
1948-08-12T22:00Z,10.3,15.2,13.12,79.5,0,,NaN,0,1948/08/13,Overcast
1948-08-13T22:00Z,9.6,19.4,13.5,85.92,0,,NaN,0,1948/08/14,Overcast
1948-08-14T22:00Z,14.1,21.5,17.25,78.5,0,,NaN,0,1948/08/15,Overcast
1948-08-15T22:00Z,11.9,27.3,18.73,75.88,0,,NaN,0,1948/08/16,Overcast
1948-08-16T22:00Z,14,24.2,18.85,77,0,,NaN,0,1948/08/17,Overcast
1948-08-17T22:00Z,14.4,22.1,17.85,71.38,0,,NaN,0,1948/08/18,Overcast
1948-08-18T22:00Z,11.9,19.7,16.11,82.25,0,,NaN,0,1948/08/19,Overcast
1948-08-19T22:00Z,10.1,20.2,14.89,74.63,0,,NaN,0,1948/08/20,Overcast
1948-08-20T22:00Z,8.2,22.8,15.53,71.67,0,,NaN,0,1948/08/21,Overcast
1948-08-21T22:00Z,13.7,18.3,16.44,86.83,0,,NaN,0,1948/08/22,Overcast
1948-08-22T22:00Z,15.2,20.3,17.36,76.13,0,,NaN,0,1948/08/23,Overcast
1948-08-23T22:00Z,14.6,20.4,17.42,85.33,0,,NaN,0,1948/08/24,Overcast
1948-08-24T22:00Z,16.3,22.8,19.62,82.71,0,,NaN,0,1948/08/25,Overcast
1948-08-25T22:00Z,14.7,20.9,18.26,70.21,0,,NaN,0,1948/08/26,Overcast
1948-08-26T22:00Z,9.8,19.3,14.47,71.92,0,,NaN,0,1948/08/27,Overcast
1948-08-27T22:00Z,7.1,20.5,13.66,72.96,0,,NaN,0,1948/08/28,Overcast
1948-08-28T22:00Z,9.4,21.2,14.38,68.08,0,,NaN,0,1948/08/29,Overcast
1948-08-29T22:00Z,7.3,22.5,14.62,70.63,0,,NaN,0,1948/08/30,Overcast
1948-08-30T22:00Z,8.5,24.2,15.53,68.63,0,,NaN,0,1948/08/31,Overcast
1948-08-31T22:00Z,7.5,21.9,14.86,81.92,0,,NaN,0,1948/09/01,Overcast
1948-09-01T22:00Z,11.6,20.5,15.47,76.83,0,,NaN,0,1948/09/02,Overcast
1948-09-02T22:00Z,8.8,23.7,15.85,82.92,0,,NaN,0,1948/09/03,Overcast
1948-09-03T22:00Z,13.9,18.6,15.89,87.42,0,,NaN,0,1948/09/04,Overcast
1948-09-04T22:00Z,14.9,22.7,18.31,82.04,0,,NaN,0,1948/09/05,Overcast
1948-09-05T22:00Z,12.9,19.1,14.97,84.67,0,,NaN,0,1948/09/06,Overcast
1948-09-06T22:00Z,9.3,16.7,13.23,81.17,0,,NaN,0,1948/09/07,Overcast
1948-09-07T22:00Z,8.2,21.6,12.92,76.58,0,,NaN,0,1948/09/08,Overcast
1948-09-08T22:00Z,7.4,23.8,14.73,77.67,0,,NaN,0,1948/09/09,Overcast
1948-09-09T22:00Z,10,24.7,16.42,84.79,0,,NaN,0,1948/09/10,Overcast
1948-09-10T22:00Z,12.2,29,19.07,76.04,0,,NaN,0,1948/09/11,Overcast
1948-09-11T22:00Z,13.6,18.2,16.3,83.25,0,,NaN,0,1948/09/12,Overcast
1948-09-12T22:00Z,10.9,17.1,13.92,88.25,0,,NaN,0,1948/09/13,Overcast
1948-09-13T22:00Z,8.4,17.3,12.27,80.67,0,,NaN,0,1948/09/14,Overcast
1948-09-14T22:00Z,7.4,19.9,13.28,81.46,0,,NaN,0,1948/09/15,Overcast
1948-09-15T22:00Z,11.6,15.9,14.25,80.46,0,,NaN,0,1948/09/16,Overcast
1948-09-16T22:00Z,9.7,15.7,12.31,78.46,0,,NaN,0,1948/09/17,Overcast
1948-09-17T22:00Z,10.1,15.2,12.54,79.08,0,,NaN,0,1948/09/18,Overcast
1948-09-18T22:00Z,8.2,19.7,13.08,77.04,0,,NaN,0,1948/09/19,Overcast
1948-09-19T22:00Z,9,16.7,12.87,77.21,0,,NaN,0,1948/09/20,Overcast
1948-09-20T22:00Z,6.7,13.2,9.71,70.54,0,,NaN,0,1948/09/21,Overcast
1948-09-21T22:00Z,3.2,12.6,8.02,73.29,0,,NaN,0,1948/09/22,Overcast
1948-09-22T22:00Z,3.4,15.3,8.17,71.17,0,,NaN,0,1948/09/23,Overcast
1948-09-23T22:00Z,0.7,16.7,7.3,76.58,0,,NaN,0,1948/09/24,Overcast
1948-09-24T22:00Z,2.1,19.6,9.35,77.13,0,,NaN,0,1948/09/25,Overcast
1948-09-25T22:00Z,5.4,20.6,11.18,82.42,0,,NaN,0,1948/09/26,Overcast
1948-09-26T22:00Z,6.4,25.4,13.68,78.79,0,,NaN,0,1948/09/27,Overcast
1948-09-27T22:00Z,8.3,27.9,16.3,77.79,0,,NaN,0,1948/09/28,Overcast
1948-09-28T22:00Z,11.4,23.1,16.42,79.71,0,,NaN,0,1948/09/29,Overcast
1948-09-29T22:00Z,11.9,16.7,14.47,74.79,0,,NaN,0,1948/09/30,Overcast
1948-09-30T22:00Z,7.6,17.4,12.29,75.92,0,,NaN,0,1948/10/01,Overcast
1948-10-01T22:00Z,5.4,20.4,11.93,77.5,0,,NaN,0,1948/10/02,Overcast
1948-10-02T22:00Z,8.5,23.4,15.62,65.42,0,,NaN,0,1948/10/03,Overcast
1948-10-03T23:00Z,8.3,16.3,12.75,87.33,0,,NaN,0,1948/10/04,Overcast
1948-10-04T23:00Z,3.5,13.5,8.16,77.33,0,,NaN,0,1948/10/05,Overcast
1948-10-05T23:00Z,1.3,15.5,7.42,67.71,0,,NaN,0,1948/10/06,Overcast
